AppID,Name,Primary_Genre,Price,Review_Score_Pct,Review_Count,Playtime_Hours,Languages_Count,Multiplayer,Cluster_Label
15370,Heroes of Might & Magic V: Tribes of the East,20,1,2,2,2,0,0,0
34820,Combat Wings: Battle of Britain,18,0,1,1,2,0,1,2
817540,SpellForce 3 Soul Harvest,15,1,1,2,2,1,1,0
1387500,Offroad Mechanic Simulator,16,1,0,1,0,1,0,2
465100,LUNA The Shadow Dust,2,2,2,2,1,1,0,0
565030,Blueshift,5,0,1,1,0,0,0,2
585420,Trailmakers,1,1,2,2,2,1,1,0
21780,Driver® Parallel Lines,16,1,2,2,2,0,0,0
2680550,Hollywood Animal,18,2,1,2,2,1,0,2
262650,RaySupreme 3D,3,0,0,0,2,0,0,1
950670,Gothic Playable Teaser,15,0,0,2,0,0,0,2
713260,Beyond the Sunset 斜阳下的彼岸,11,0,2,0,1,0,0,0
587620,Okami HD,2,2,2,2,2,0,0,0
1564790,Submachine: Legacy,2,2,2,2,2,0,0,0
3441460,Fuel Harvest Together,11,2,1,1,2,1,1,2
349250,Copy Kitty,1,1,2,1,1,0,0,0
803980,Plane Mechanic Simulator,2,0,0,2,1,1,0,1
510550,Congo Merc,20,1,0,0,0,0,0,1
346180,David.,1,0,1,1,2,0,0,2
2095340,Road 96: Mile 0,1,1,0,2,1,1,0,2
758280,Drunkenpants,22,0,2,0,0,0,1,0
1996630,Dungeon Keeper Gold™,15,1,2,1,1,1,0,0
3094010,HENPRI,2,2,2,2,2,0,0,0
844260,Rustler (Grand Theft Horse),1,1,1,2,1,1,0,2
965590,Sagrada,5,1,2,1,1,0,1,0
259470,Particulars,11,0,0,0,1,0,0,2
1724320,Noelle Does Her Best!,11,2,1,1,1,0,0,0
1529810,Psycholonials,2,0,2,2,1,1,0,0
1586860,Bonesaw,11,1,2,0,0,1,1,0
735260,meleng,5,0,0,0,1,0,0,2
776490,永远消失的幻想乡 ～ The Disappearing of Gensokyo,1,0,1,2,2,0,0,0
709840,Bloody Glimpse,1,0,0,1,0,0,1,1
1224700,Kingpin: Reloaded,1,2,0,1,0,1,0,1
2295920,Ship Graveyard Simulator 2: Prologue,1,0,1,1,1,1,0,0
