AppID,Name,Primary_Genre,Price,Review_Score_Pct,Review_Count,Playtime_Hours,Languages_Count,Multiplayer,Cluster_Label
208670,Blades of Time,Action,0.0199019901990199,0.767231046881673,0.0012474027096219,0.0011243962308971,0.0588235294117647,1,2
93200,Revenge of the Titans,Action,0.0644064406440644,0.8012534075260658,0.0006063693397155,0.0010610499643677,0.0,0,0
1593350,Increlution,Indie,0.0399039903990399,0.8463675342713932,0.0005636672735383,0.0706891545912846,0.0,0,0
1669000,Age of Wonders 4,RPG,0.2499249924992499,0.7974603186599128,0.009158839629125,0.0178953202945601,0.0784313725490196,1,0
2093910,Time Walker: Dark World,Indie,0.0324032403240324,0.8497067627089772,0.0007018210170526,0.0031145247710296,0.0392156862745098,0,0
1681430,RoboCop: Rogue City,Action,0.1599159915991599,0.8755480233195596,0.0113974326513059,0.0024441101169266,0.1078431372549019,0,0
6310,The Longest Journey,Action,0.0249024902490249,0.889655172413793,0.0010097782707773,0.0030511785045002,0.0,0,0
3440120,Knights of the Crusades,Indie,0.1599159915991599,0.8116063919259882,1.0549922232001834e-05,0.0007548763428088,0.0490196078431372,0,0
1970460,Garden Galaxy,Casual,0.0499049904990499,0.9773864636063396,0.0011911364577179,0.0079024467495447,0.0,0,0
340770,Death Goat,Action,0.0,0.7330892076085851,0.0001602583424765,0.0010557711088236,0.0,0,2
1018000,Arcade Classics Anniversary Collection,Action,0.0799079907990799,0.5918752952290978,0.0001733201509543,0.0010082614089265,0.0098039215686274,1,2
892970,Valheim,Action,0.0999099909990999,0.9373533461027834,0.2510921681396368,0.0226621268508987,0.1274509803921568,1,0
10500,Total War: EMPIRE – Definitive Edition,Strategy,0.0624062406240624,0.8983322318547602,0.0178142972546088,0.0214479900757515,0.0686274509803921,1,0
248290,Reach for the Sun,Casual,0.0499049904990499,0.6663225273590749,0.0001577464562308,0.0009713094201177,0.0,0,2
646100,Woodlands,Action,0.0599059905990599,0.2191545423301638,0.0001411680070091,7.39039776176525e-05,0.0,0,1
663390,Rento Fortune: Online Dice Board Game (大富翁),Casual,0.0249024902490249,0.4531641444487443,0.0016910018206151,0.0031989864597355,0.1666666666666666,1,1
733300,My Big Sister,Adventure,0.0071007100710071,0.9187114906496594,0.0003104691399703,0.0012616464750442,0.0392156862745098,0,0
281640,The Banner Saga 2,Indie,0.0374037403740374,0.8866613205025394,0.0018045390789214,0.0036107371921767,0.088235294117647,0,0
601220,Zup! F,Casual,0.0059005900590059,0.9697115147382728,0.0038517263691789,0.0012352521973236,1.0,0,0
1263850,Football Manager 2021,Simulation,0.0,0.9280680998412928,0.0119967687095335,0.1197666745849499,0.1568627450980392,1,0
1755830,Astrea: Six-Sided Oracles,Casual,0.1624162416241624,0.9102061950376228,0.0020642681167283,0.0038060548473091,0.088235294117647,0,0
623380,Cybermotion,Indie,0.0799079907990799,0.7947072975140336,3.3156898443434334e-05,0.0004381450101617,0.0,0,2
1583230,High On Life,Action,0.0999099909990999,0.8776100888980773,0.0097099474714348,0.0024282735502942,0.0392156862745098,0,0
